school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,-1.3674254855561816,R,GT3,T,-1.6411011143435759,-1.4556238455877186,other,other,reputation,mother,-0.647688019072363,-0.05865464152543318,2.685029446806954,yes,yes,no,no,no,yes,yes,yes,-1.1332356969515789,-0.2314708420953981,0.8602295261331186,0.7303210417680112,1.454696156698217,1.0418383443118189,-0.4637495005182206,-0.9237120678669755,-1.3363599473372378,-1.2662550769500793
GP,M,-0.54958727649148,U,GT3,T,0.20698572613342417,-1.4556238455877186,other,other,reputation,mother,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,no,no,yes,yes,yes,no,no,1.2081603711301956,-0.2314708420953981,-0.9990561931747751,0.7303210417680112,-0.18101916192796408,1.0418383443118189,-0.4637495005182206,0.30028802206276245,0.31120711102374016,0.7658946542465528
GP,F,-0.54958727649148,U,GT3,T,0.20698572613342417,0.42340865732241745,other,services,home,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,yes,yes,yes,yes,yes,yes,yes,no,0.03746233708930843,-0.2314708420953981,-0.06941333352082824,0.7303210417680112,1.454696156698217,1.0418383443118189,5.958917587624749,-0.005712000419672025,0.31120711102374016,0.08851141051434208
GP,M,-1.3674254855561816,U,GT3,T,1.1310291463719242,0.42340865732241745,teacher,other,home,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,yes,yes,yes,yes,yes,no,0.03746233708930843,-0.2314708420953981,-0.06941333352082824,0.7303210417680112,0.6368384973851264,1.0418383443118189,0.030301813954315502,-0.6177120453845409,-0.5125764181567488,-0.13728300406306151
GP,M,-1.3674254855561816,U,GT3,T,1.1310291463719242,-2.3951400970427867,teacher,other,course,mother,0.9294743650324168,2.3852887553676134,-0.41785512192219165,no,no,no,yes,yes,yes,yes,no,-1.1332356969515789,0.801881131544771,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,-1.8521570565543446,0.27732747119058354,-0.005712000419672025,0.03661260129691049,-0.13728300406306151
GP,F,-0.54958727649148,U,GT3,T,-0.7170576941050758,-0.5161075941326506,other,other,reputation,mother,-0.647688019072363,2.3852887553676134,-0.41785512192219165,no,no,yes,no,yes,yes,yes,yes,1.2081603711301956,-1.2648228157355672,-0.06941333352082824,-0.5317544912412248,0.6368384973851264,-0.4051593561212629,-0.7107751577544887,-0.005712000419672025,0.03661260129691049,0.08851141051434208
GP,M,0.26825093257322163,U,GT3,T,-0.7170576941050758,-1.4556238455877186,other,other,home,mother,0.9294743650324168,-1.2806263399719566,4.236471731171527,yes,yes,no,yes,yes,no,yes,no,0.03746233708930843,1.8352331051849402,-1.928699052828722,-0.5317544912412248,-0.9988768212410546,-0.4051593561212629,-0.4637495005182206,-0.9237120678669755,-0.7871709278835786,-0.13728300406306151
GP,F,-0.54958727649148,U,GT3,T,0.20698572613342417,1.3629249087774855,at_home,other,course,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,no,no,yes,yes,yes,no,-2.303933730992466,0.801881131544771,-0.06941333352082824,-0.5317544912412248,-0.18101916192796408,-0.4051593561212629,0.7713787856631197,-1.841712135314279,-1.6109544570640675,-1.2662550769500793
GP,M,-1.3674254855561816,U,GT3,T,-0.7170576941050758,0.42340865732241745,other,services,course,father,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,yes,yes,yes,yes,no,yes,yes,yes,-1.1332356969515789,-1.2648228157355672,-0.9990561931747751,-0.5317544912412248,0.6368384973851264,-0.4051593561212629,-0.4637495005182206,-0.3117120229021065,0.31120711102374016,0.31430582509174565
GP,M,-1.3674254855561816,U,GT3,T,-0.7170576941050758,0.42340865732241745,other,other,home,mother,-0.647688019072363,1.1633170569210902,-0.41785512192219165,yes,no,yes,no,no,yes,yes,no,1.2081603711301956,-0.2314708420953981,-0.9990561931747751,-0.5317544912412248,-0.18101916192796408,1.0418383443118189,-0.21672384328195257,-0.005712000419672025,-0.23798190842991918,0.08851141051434208
GP,F,-1.3674254855561816,U,LE3,T,0.20698572613342417,-0.5161075941326506,services,other,reputation,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,yes,no,yes,yes,yes,no,0.03746233708930843,0.801881131544771,0.8602295261331186,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,0.5243531284268517,-1.2297120903494099,-1.3363599473372378,-1.0404606623726758
GP,M,-1.3674254855561816,U,LE3,T,-0.7170576941050758,-0.5161075941326506,services,services,home,mother,0.9294743650324168,-0.05865464152543318,-0.41785512192219165,no,no,yes,yes,yes,yes,yes,no,1.2081603711301956,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,0.6368384973851264,0.31833949409527795,-0.21672384328195257,1.2182880895100658,1.1349906402042291,0.9916890688239565
GP,F,-1.3674254855561816,U,GT3,T,-1.6411011143435759,-1.4556238455877186,other,other,home,father,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,no,yes,no,yes,yes,no,0.03746233708930843,-0.2314708420953981,-0.9990561931747751,0.7303210417680112,0.6368384973851264,0.31833949409527795,-0.4637495005182206,-0.6177120453845409,-0.23798190842991918,-0.13728300406306151
GP,F,-1.3674254855561816,U,GT3,T,1.1310291463719242,1.3629249087774855,services,services,reputation,father,0.9294743650324168,-0.05865464152543318,2.685029446806954,no,no,yes,no,yes,yes,yes,yes,0.03746233708930843,0.801881131544771,0.8602295261331186,0.7303210417680112,0.6368384973851264,1.0418383443118189,0.030301813954315502,-1.2297120903494099,-0.5125764181567488,-0.5888718332178686
GP,F,-0.54958727649148,U,LE3,T,-0.7170576941050758,-0.5161075941326506,at_home,other,course,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,no,no,yes,yes,no,no,0.03746233708930843,-0.2314708420953981,0.8602295261331186,-0.5317544912412248,-0.18101916192796408,-1.1286582063378037,-0.21672384328195257,-0.9237120678669755,-1.0617654376104082,-1.0404606623726758
GP,F,-1.3674254855561816,U,GT3,T,1.1310291463719242,-0.5161075941326506,other,other,reputation,mother,-0.647688019072363,1.1633170569210902,-0.41785512192219165,no,yes,no,yes,yes,yes,yes,no,1.2081603711301956,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,0.6368384973851264,-1.8521570565543446,-0.21672384328195257,0.6062880445451969,0.8603961304773995,0.7658946542465528
GP,M,-0.54958727649148,U,GT3,T,-0.7170576941050758,-0.5161075941326506,services,other,reputation,father,0.9294743650324168,-0.05865464152543318,1.1335871624423814,no,no,yes,yes,no,yes,yes,no,0.03746233708930843,0.801881131544771,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,-0.4051593561212629,0.7713787856631197,-0.005712000419672025,-0.23798190842991918,-0.13728300406306151
GP,M,-0.54958727649148,U,LE3,A,1.1310291463719242,1.3629249087774855,teacher,health,reputation,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,no,no,yes,yes,no,no,0.03746233708930843,-2.2981747893757363,-0.06941333352082824,1.9923965747772472,2.2725538160113077,1.0418383443118189,1.512455757371924,-0.9237120678669755,-1.3363599473372378,-0.8146662477952723
GP,F,-0.54958727649148,U,GT3,T,0.20698572613342417,0.42340865732241745,other,other,home,mother,-0.647688019072363,1.1633170569210902,-0.41785512192219165,no,yes,yes,no,yes,yes,yes,yes,0.03746233708930843,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,0.6368384973851264,0.31833949409527795,-0.7107751577544887,-1.2297120903494099,-1.0617654376104082,-0.5888718332178686
GP,F,-1.3674254855561816,U,GT3,T,1.1310291463719242,0.42340865732241745,services,other,reputation,mother,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,no,yes,yes,yes,yes,yes,no,0.03746233708930843,1.8352331051849402,1.7898723857870655,-0.5317544912412248,0.6368384973851264,-1.8521570565543446,-0.21672384328195257,1.5242881119925002,1.6841796596578886,1.669072312556167
GP,F,-0.54958727649148,U,LE3,T,0.20698572613342417,-1.4556238455877186,other,other,home,father,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,yes,yes,no,no,yes,yes,no,no,-1.1332356969515789,-0.2314708420953981,-0.06941333352082824,0.7303210417680112,0.6368384973851264,-1.1286582063378037,-0.21672384328195257,-1.2297120903494099,-1.3363599473372378,-1.0404606623726758
GP,F,-0.54958727649148,U,GT3,T,1.1310291463719242,-0.5161075941326506,teacher,services,home,mother,0.9294743650324168,-0.05865464152543318,-0.41785512192219165,no,yes,yes,yes,yes,yes,yes,no,1.2081603711301956,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,-1.8521570565543446,-0.7107751577544887,-0.005712000419672025,-0.23798190842991918,-0.13728300406306151
GP,M,-1.3674254855561816,U,LE3,T,-0.7170576941050758,-0.5161075941326506,services,health,reputation,mother,-0.647688019072363,2.3852887553676134,-0.41785512192219165,no,yes,no,yes,yes,yes,yes,no,0.03746233708930843,-0.2314708420953981,0.8602295261331186,-0.5317544912412248,-0.9988768212410546,0.31833949409527795,0.030301813954315502,-0.005712000419672025,0.5858016207505699,0.7658946542465528
GP,M,-0.54958727649148,R,GT3,T,1.1310291463719242,0.42340865732241745,services,other,reputation,mother,0.9294743650324168,-1.2806263399719566,-0.41785512192219165,yes,yes,no,yes,no,yes,yes,no,-1.1332356969515789,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,0.31833949409527795,-0.4637495005182206,-0.005712000419672025,1.1349906402042291,0.9916890688239565
GP,F,-0.54958727649148,U,GT3,T,-0.7170576941050758,-1.4556238455877186,other,other,course,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,yes,no,yes,yes,no,yes,0.03746233708930843,-0.2314708420953981,1.7898723857870655,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.4637495005182206,-0.9237120678669755,-0.5125764181567488,-0.13728300406306151
GP,F,-0.54958727649148,U,GT3,T,1.1310291463719242,1.3629249087774855,other,other,reputation,mother,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,no,no,yes,no,yes,yes,no,1.2081603711301956,-0.2314708420953981,0.8602295261331186,-0.5317544912412248,-0.18101916192796408,-1.8521570565543446,0.030301813954315502,-0.005712000419672025,0.8603961304773995,0.7658946542465528
GP,F,-0.54958727649148,U,GT3,T,1.1310291463719242,0.42340865732241745,other,at_home,course,mother,-0.647688019072363,1.1633170569210902,-0.41785512192219165,yes,yes,yes,no,yes,yes,yes,no,1.2081603711301956,-0.2314708420953981,1.7898723857870655,-0.5317544912412248,-0.9988768212410546,-0.4051593561212629,-0.7107751577544887,-1.2297120903494099,-0.5125764181567488,-0.5888718332178686
GP,M,-0.54958727649148,U,GT3,T,1.1310291463719242,1.3629249087774855,services,teacher,other,father,-0.647688019072363,1.1633170569210902,-0.41785512192219165,no,yes,no,yes,yes,yes,yes,yes,0.03746233708930843,0.801881131544771,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,0.31833949409527795,-0.7107751577544887,1.5242881119925002,1.6841796596578886,1.4432778979787635
GP,M,-1.3674254855561816,U,GT3,T,1.1310291463719242,1.3629249087774855,services,other,course,mother,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,yes,no,yes,no,yes,yes,no,1.2081603711301956,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.21672384328195257,-0.3117120229021065,0.5858016207505699,0.7658946542465528
GP,F,-1.3674254855561816,U,GT3,T,0.20698572613342417,-0.5161075941326506,services,other,home,mother,0.9294743650324168,-0.05865464152543318,-0.41785512192219165,yes,yes,yes,no,yes,yes,yes,no,0.03746233708930843,-0.2314708420953981,1.7898723857870655,-0.5317544912412248,-0.9988768212410546,-1.1286582063378037,2.5005583863169965,-1.2297120903494099,-1.3363599473372378,-1.0404606623726758
GP,M,-1.3674254855561816,U,GT3,A,0.20698572613342417,1.3629249087774855,services,other,course,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,yes,yes,yes,yes,yes,no,1.2081603711301956,0.801881131544771,0.8602295261331186,-0.5317544912412248,-0.9988768212410546,-1.8521570565543446,-0.7107751577544887,1.5242881119925002,1.9587741693847183,1.669072312556167
GP,F,-1.3674254855561816,U,GT3,A,0.20698572613342417,0.42340865732241745,other,health,reputation,father,-0.647688019072363,2.3852887553676134,-0.41785512192219165,yes,no,no,no,yes,yes,no,no,0.03746233708930843,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,0.31833949409527795,0.5243531284268517,-0.3117120229021065,0.03661260129691049,0.08851141051434208
GP,F,-1.3674254855561816,U,GT3,T,-0.7170576941050758,-0.5161075941326506,other,other,course,mother,-0.647688019072363,2.3852887553676134,-0.41785512192219165,yes,yes,yes,no,yes,yes,yes,no,1.2081603711301956,-2.2981747893757363,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,-0.4051593561212629,0.27732747119058354,-1.2297120903494099,-0.7871709278835786,-0.5888718332178686
GP,M,-0.54958727649148,U,GT3,T,0.20698572613342417,0.42340865732241745,services,other,home,father,-0.647688019072363,1.1633170569210902,-0.41785512192219165,no,yes,no,yes,yes,yes,yes,no,1.2081603711301956,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.4637495005182206,1.5242881119925002,1.9587741693847183,1.669072312556167
GP,F,-0.54958727649148,U,LE3,T,1.1310291463719242,1.3629249087774855,health,health,other,mother,-0.647688019072363,1.1633170569210902,-0.41785512192219165,no,yes,yes,yes,yes,yes,yes,yes,1.2081603711301956,0.801881131544771,1.7898723857870655,-0.5317544912412248,-0.9988768212410546,0.31833949409527795,-0.21672384328195257,0.9122880670276313,1.1349906402042291,1.21748348340136
GP,M,-1.3674254855561816,U,LE3,A,1.1310291463719242,1.3629249087774855,teacher,teacher,course,mother,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,no,no,yes,yes,yes,yes,no,1.2081603711301956,1.8352331051849402,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,0.31833949409527795,0.030301813954315502,2.1362881569573693,2.233368679111548,1.8948667271335708
GP,F,-0.54958727649148,R,GT3,T,0.20698572613342417,0.42340865732241745,services,other,reputation,father,-0.647688019072363,1.1633170569210902,1.1335871624423814,yes,yes,no,yes,yes,yes,yes,no,0.03746233708930843,-2.2981747893757363,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,-1.1286582063378037,-0.7107751577544887,-1.2297120903494099,-0.23798190842991918,-0.13728300406306151
GP,F,-0.54958727649148,U,GT3,T,-0.7170576941050758,-0.5161075941326506,at_home,other,home,mother,-0.647688019072363,-0.05865464152543318,1.1335871624423814,yes,no,no,yes,yes,yes,yes,no,-1.1332356969515789,-2.2981747893757363,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,0.030301813954315502,-0.3117120229021065,0.5858016207505699,0.5401002396691492
GP,M,-1.3674254855561816,U,LE3,T,1.1310291463719242,-0.5161075941326506,teacher,other,course,mother,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,no,no,no,yes,yes,yes,no,-1.1332356969515789,1.8352331051849402,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,-0.4051593561212629,0.5243531284268517,2.1362881569573693,2.233368679111548,1.8948667271335708
GP,M,-1.3674254855561816,R,GT3,T,-0.7170576941050758,-1.4556238455877186,health,services,reputation,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,no,no,yes,yes,yes,yes,yes,1.2081603711301956,0.801881131544771,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,0.27732747119058354,-0.6177120453845409,-0.5125764181567488,-0.3630774186404651
GP,M,-0.54958727649148,U,GT3,T,1.1310291463719242,1.3629249087774855,teacher,teacher,course,father,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,no,yes,yes,yes,yes,no,1.2081603711301956,0.801881131544771,0.8602295261331186,-0.5317544912412248,-0.18101916192796408,1.0418383443118189,-0.4637495005182206,1.2182880895100658,1.1349906402042291,1.21748348340136
GP,M,-1.3674254855561816,U,GT3,T,1.1310291463719242,1.3629249087774855,other,teacher,reputation,father,0.9294743650324168,-0.05865464152543318,-0.41785512192219165,no,yes,no,yes,yes,yes,no,no,0.03746233708930843,0.801881131544771,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,-1.1286582063378037,-0.4637495005182206,-0.005712000419672025,0.5858016207505699,0.7658946542465528
GP,M,-0.54958727649148,U,GT3,T,0.20698572613342417,0.42340865732241745,other,services,home,father,0.9294743650324168,-1.2806263399719566,-0.41785512192219165,no,no,no,yes,yes,yes,yes,no,1.2081603711301956,0.801881131544771,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.7107751577544887,0.6062880445451969,0.8603961304773995,0.5401002396691492
GP,M,0.26825093257322163,R,GT3,T,-1.6411011143435759,0.42340865732241745,other,other,course,father,2.5066367491371966,-0.05865464152543318,1.1335871624423814,no,yes,no,yes,yes,yes,yes,no,1.2081603711301956,-1.2648228157355672,0.8602295261331186,-0.5317544912412248,1.454696156698217,1.0418383443118189,1.7594814146081919,-0.6177120453845409,-1.0617654376104082,-0.5888718332178686
GP,M,-1.3674254855561816,U,GT3,T,0.20698572613342417,1.3629249087774855,other,other,reputation,father,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,no,no,no,yes,yes,yes,no,-1.1332356969515789,0.801881131544771,-0.06941333352082824,-0.5317544912412248,-0.18101916192796408,0.31833949409527795,0.030301813954315502,0.9122880670276313,0.5858016207505699,0.5401002396691492
GP,F,-1.3674254855561816,U,GT3,T,-1.6411011143435759,-0.5161075941326506,at_home,services,course,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,no,no,no,no,yes,yes,no,-1.1332356969515789,-1.2648228157355672,-0.06941333352082824,-0.5317544912412248,-0.18101916192796408,-1.8521570565543446,-0.4637495005182206,1.5242881119925002,1.1349906402042291,0.9916890688239565
GP,M,-1.3674254855561816,U,GT3,T,-0.7170576941050758,-0.5161075941326506,services,services,home,father,-0.647688019072363,2.3852887553676134,-0.41785512192219165,no,yes,yes,yes,yes,yes,yes,no,1.2081603711301956,1.8352331051849402,0.8602295261331186,-0.5317544912412248,-0.18101916192796408,1.0418383443118189,0.030301813954315502,1.5242881119925002,0.8603961304773995,0.9916890688239565
GP,F,-0.54958727649148,U,LE3,T,-0.7170576941050758,1.3629249087774855,other,health,course,father,0.9294743650324168,-0.05865464152543318,-0.41785512192219165,no,yes,yes,yes,yes,yes,yes,yes,0.03746233708930843,-1.2648228157355672,-0.9990561931747751,-0.5317544912412248,-0.18101916192796408,1.0418383443118189,-0.4637495005182206,0.6062880445451969,0.5858016207505699,0.5401002396691492
GP,M,-0.54958727649148,U,GT3,T,1.1310291463719242,1.3629249087774855,health,other,course,mother,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,yes,no,yes,yes,yes,yes,no,-1.1332356969515789,0.801881131544771,0.8602295261331186,-0.5317544912412248,1.454696156698217,1.0418383443118189,1.512455757371924,0.9122880670276313,0.03661260129691049,0.5401002396691492
GP,F,-0.54958727649148,U,GT3,T,-0.7170576941050758,-0.5161075941326506,other,other,home,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,no,yes,no,yes,yes,yes,yes,1.2081603711301956,0.801881131544771,0.8602295261331186,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.7107751577544887,-0.9237120678669755,-1.0617654376104082,-0.5888718332178686
GP,M,-1.3674254855561816,U,GT3,T,0.20698572613342417,1.3629249087774855,services,services,home,father,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,yes,no,no,no,yes,yes,yes,no,1.2081603711301956,1.8352331051849402,1.7898723857870655,1.9923965747772472,-0.18101916192796408,1.0418383443118189,-0.7107751577544887,0.6062880445451969,0.5858016207505699,0.31430582509174565
GP,F,-1.3674254855561816,U,LE3,A,0.20698572613342417,1.3629249087774855,other,other,home,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,yes,no,no,yes,yes,yes,yes,yes,1.2081603711301956,-0.2314708420953981,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,-1.8521570565543446,-0.7107751577544887,-1.2297120903494099,-0.23798190842991918,0.08851141051434208
GP,F,1.9039273507026249,U,GT3,T,-2.5651445345820756,-1.4556238455877186,at_home,other,course,other,-0.647688019072363,-0.05865464152543318,4.236471731171527,no,yes,no,no,no,no,no,no,-1.1332356969515789,0.801881131544771,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.4637495005182206,-1.2297120903494099,-0.7871709278835786,-0.3630774186404651
GP,M,1.0860891416379232,R,GT3,T,-0.7170576941050758,-0.5161075941326506,services,other,reputation,mother,-0.647688019072363,-1.2806263399719566,2.685029446806954,no,yes,no,yes,yes,yes,yes,no,-1.1332356969515789,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,-0.18101916192796408,0.31833949409527795,-0.7107751577544887,-1.2297120903494099,-1.8855489667908973,-2.395227149837097
GP,F,-1.3674254855561816,U,GT3,T,-1.6411011143435759,-1.4556238455877186,at_home,other,course,mother,2.5066367491371966,-1.2806263399719566,-0.41785512192219165,no,yes,no,yes,no,yes,yes,yes,0.03746233708930843,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,-0.18101916192796408,0.31833949409527795,-0.7107751577544887,-0.9237120678669755,-2.983927005698216,-2.395227149837097
GP,F,0.26825093257322163,U,LE3,T,-0.7170576941050758,-0.5161075941326506,other,other,course,father,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,yes,no,no,yes,yes,yes,yes,-1.1332356969515789,0.801881131544771,0.8602295261331186,-0.5317544912412248,0.6368384973851264,1.0418383443118189,0.7713787856631197,-0.3117120229021065,0.5858016207505699,0.31430582509174565
GP,F,-0.54958727649148,U,GT3,A,0.20698572613342417,1.3629249087774855,services,other,course,father,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,no,no,no,yes,yes,yes,no,-1.1332356969515789,-1.2648228157355672,-1.928699052828722,-0.5317544912412248,1.454696156698217,1.0418383443118189,1.2654301001356558,0.30028802206276245,0.03661260129691049,0.08851141051434208
GP,M,-1.3674254855561816,R,GT3,T,0.20698572613342417,1.3629249087774855,at_home,teacher,course,mother,4.0837991332419765,-0.05865464152543318,-0.41785512192219165,no,yes,no,no,yes,yes,no,yes,1.2081603711301956,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.7107751577544887,-0.6177120453845409,-2.983927005698216,-2.395227149837097
GP,F,-1.3674254855561816,U,GT3,T,1.1310291463719242,1.3629249087774855,services,at_home,course,mother,-0.647688019072363,1.1633170569210902,-0.41785512192219165,no,yes,no,yes,yes,yes,yes,yes,0.03746233708930843,-0.2314708420953981,-0.06941333352082824,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.7107751577544887,-0.005712000419672025,-2.983927005698216,-2.395227149837097
GP,M,0.26825093257322163,R,GT3,T,0.20698572613342417,1.3629249087774855,at_home,other,course,mother,2.5066367491371966,-0.05865464152543318,-0.41785512192219165,no,no,no,no,yes,yes,no,no,1.2081603711301956,0.801881131544771,1.7898723857870655,0.7303210417680112,1.454696156698217,1.0418383443118189,-0.7107751577544887,-0.3117120229021065,-2.983927005698216,-2.395227149837097
GP,F,-0.54958727649148,U,GT3,A,0.20698572613342417,0.42340865732241745,other,other,course,other,0.9294743650324168,-1.2806263399719566,2.685029446806954,no,yes,no,yes,no,yes,yes,yes,0.03746233708930843,-0.2314708420953981,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.7107751577544887,-2.1477121577967133,-2.983927005698216,-2.395227149837097
GP,M,-0.54958727649148,U,LE3,T,-1.6411011143435759,-1.4556238455877186,services,other,course,mother,-0.647688019072363,-0.05865464152543318,1.1335871624423814,no,no,no,no,yes,yes,no,yes,0.03746233708930843,0.801881131544771,0.8602295261331186,-0.5317544912412248,0.6368384973851264,1.0418383443118189,-0.7107751577544887,0.9122880670276313,0.31120711102374016,0.31430582509174565
GP,F,-1.3674254855561816,U,GT3,T,1.1310291463719242,1.3629249087774855,teacher,teacher,course,mother,0.9294743650324168,-1.2806263399719566,-0.41785512192219165,no,no,no,yes,yes,yes,yes,no,0.03746233708930843,-0.2314708420953981,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.7107751577544887,1.5242881119925002,1.4095851499310588,0.9916890688239565
GP,M,-1.3674254855561816,U,GT3,T,1.1310291463719242,0.42340865732241745,teacher,services,course,father,0.9294743650324168,2.3852887553676134,-0.41785512192219165,yes,yes,no,no,yes,yes,yes,no,-2.303933730992466,-1.2648228157355672,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,-0.4051593561212629,-0.7107751577544887,-1.2297120903494099,-0.5125764181567488,-2.395227149837097
GP,M,-0.54958727649148,U,LE3,T,-0.7170576941050758,-0.5161075941326506,services,services,reputation,father,0.9294743650324168,-1.2806263399719566,2.685029446806954,no,yes,no,yes,yes,yes,yes,no,-2.303933730992466,-0.2314708420953981,-0.06941333352082824,0.7303210417680112,-0.18101916192796408,-1.1286582063378037,0.27732747119058354,-0.6177120453845409,-0.5125764181567488,-0.3630774186404651
GP,F,-1.3674254855561816,U,GT3,T,1.1310291463719242,1.3629249087774855,teacher,services,course,mother,-0.647688019072363,1.1633170569210902,-0.41785512192219165,no,yes,yes,yes,yes,yes,yes,no,0.03746233708930843,-1.2648228157355672,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.4637495005182206,-0.6177120453845409,0.03661260129691049,0.08851141051434208
GP,F,-0.54958727649148,U,LE3,T,-1.6411011143435759,-1.4556238455877186,at_home,at_home,course,mother,-0.647688019072363,-1.2806263399719566,-0.41785512192219165,no,no,no,no,yes,yes,yes,no,-1.1332356969515789,0.801881131544771,0.8602295261331186,1.9923965747772472,0.6368384973851264,-1.8521570565543446,-0.4637495005182206,0.9122880670276313,0.8603961304773995,0.5401002396691492
GP,F,-1.3674254855561816,U,GT3,T,-1.6411011143435759,-1.4556238455877186,other,services,course,father,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,yes,no,yes,yes,yes,no,0.03746233708930843,0.801881131544771,-0.9990561931747751,-0.5317544912412248,-0.18101916192796408,1.0418383443118189,-0.7107751577544887,-0.9237120678669755,0.03661260129691049,0.08851141051434208
GP,F,-1.3674254855561816,U,GT3,T,0.20698572613342417,-0.5161075941326506,health,services,home,father,-0.647688019072363,-0.05865464152543318,4.236471731171527,no,yes,no,no,yes,yes,yes,no,-1.1332356969515789,-0.2314708420953981,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,-0.4051593561212629,-0.7107751577544887,-1.5357121128318443,-1.0617654376104082,-2.395227149837097
GP,F,-1.3674254855561816,U,GT3,T,-1.6411011143435759,-0.5161075941326506,at_home,other,course,mother,-0.647688019072363,-0.05865464152543318,-0.41785512192219165,no,yes,yes,no,no,yes,yes,no,0.03746233708930843,-0.2314708420953981,-0.9990561931747751,-0.5317544912412248,-0.9988768212410546,1.0418383443118189,-0.4637495005182206,-0.3117120229021065,0.03661260129691049,0.08851141051434208
